c CS 4.6
c Commercial use requires a licence
c contact igsys@eclipse.net
c
c nodes:              38     arcs:              356
f       9      24          0
f       9      25          0
f       9      32          0
f       9      26          0
f       9      33          0
f       9      27          0
f       9      36          0
f       9      34          0
f       9      37          1
f       9      35          0
f      10      37          0
f      10      29          0
f      10      30          0
f      10      31          0
f      10      32          0
f      10      26          0
f      10      33          0
f      10      27          0
f      10      34          0
f      10      35          0
f      10      36          0
f      10      28          0
f      10      22          1
f      10      24          0
f      10      25          0
f      10      23          0
f      11      30          0
f      11      31          0
f      11      22          0
f      11      32          0
f      11      23          0
f      11      24          0
f      11      33          0
f      11      25          0
f      11      26          0
f      11      27          0
f      11      28          0
f      11      29          0
f      11      34          1
f      11      36          0
f      11      35          0
f      11      37          0
f      12      33          0
f      12      34          0
f      12      35          0
f      12      26          0
f      12      36          0
f      12      37          0
f      12      27          0
f      12      28          0
f      12      29          0
f      12      30          0
f      12      31          0
f      12      32          0
f      12      25          1
f      12      23          0
f      12      22          0
f      12      24          0
f      13      27          0
f      13      28          0
f      13      29          0
f      13      30          0
f      13      22          0
f      13      31          0
f      13      32          0
f      13      23          0
f      13      24          0
f      13      33          0
f      13      25          0
f      13      26          0
f      13      34          1
f      13      36          0
f      13      35          0
f      13      37          0
f      14      32          0
f      14      33          0
f      14      34          0
f      14      35          0
f      14      36          0
f      14      26          0
f      14      37          0
f      14      27          0
f      14      28          0
f      14      29          0
f      14      30          0
f      14      31          0
f      14      22          1
f      14      23          0
f      14      24          0
f      14      25          0
f      15      27          0
f      15      28          0
f      15      29          0
f      15      30          0
f      15      31          0
f      15      32          0
f      15      22          0
f      15      23          0
f      15      33          0
f      15      24          0
f      15      25          0
f      15      26          0
f      15      37          0
f      15      35          0
f      15      36          0
f      15      34          1
f      16      32          0
f      16      33          0
f      16      34          0
f      16      35          0
f      16      36          0
f      16      26          0
f      16      37          0
f      16      27          0
f      16      28          0
f      16      29          0
f      16      30          0
f      16      31          0
f      16      22          0
f      16      23          0
f      16      25          0
f      16      24          1
f      17      26          0
f      17      27          0
f      17      28          0
f      17      29          0
f      17      30          0
f      17      31          0
f      17      32          0
f      17      22          0
f      17      33          0
f      17      23          0
f      17      24          0
f      17      25          0
f      17      37          1
f      17      35          0
f      17      34          0
f      17      36          0
f      18      31          0
f      18      32          0
f      18      33          0
f      18      34          0
f      18      35          0
f      18      36          0
f      18      26          0
f      18      37          0
f      18      27          0
f      18      28          0
f      18      29          0
f      18      30          0
f      18      25          0
f      18      23          0
f      18      24          0
f      18      22          1
f      19      26          0
f      19      27          0
f      19      28          0
f      19      29          0
f      19      30          0
f      19      31          0
f      19      32          0
f      19      22          0
f      19      23          0
f      19      33          0
f      19      24          0
f      19      25          0
f      19      37          0
f      19      36          0
f      19      35          1
f      19      34          0
f      20      31          0
f      20      32          0
f      20      33          0
f      20      34          0
f      20      35          0
f      20      36          0
f      20      26          0
f      20      37          0
f      20      27          0
f      20      28          0
f      20      29          0
f      20      30          0
f      20      25          1
f      20      22          0
f      20      24          0
f      20      23          0
f      21      25          0
f      21      26          0
f      21      27          0
f      21      28          0
f      21      29          0
f      21      30          0
f      21      31          0
f      21      22          0
f      21      32          0
f      21      33          0
f      21      23          0
f      21      24          0
f      21      36          0
f      21      34          0
f      21      35          0
f      21      37          1
f      22      38          5
f      23      38          1
f      24      38          1
f      25      38          3
f      26      38          0
f      27      38          0
f      28      38          0
f      29      38          0
f      30      38          0
f      31      38          0
f      32      38          0
f      33      38          0
f      34      38          5
f      35      38          1
f      36      38          1
f      37      38          3
c
